Indicator,Health Indicator Group,geo,year
% of male baby admitted in SCANU reported monthly,04Newborn,District,2017
% of non functional Photo therapy unit,04Newborn,District,2017
% of non-functioning Table Resuscitator with Radiant warmer,04Newborn,District,2017
% of nurse allocated in SCANU among all nurses in the facility,04Newborn,District,2017
% of nurse trained on IMCI working at SCANU,04Newborn,District,2017
% of nurse training on KMC at SCANU,04Newborn,District,2017
% of referral cases admitted at SCANU,04Newborn,District,2017
Case fatality rate at SCANU,04Newborn,District,2017
Consultant Bed ratio at SCANU (Recommended 0.1),04Newborn,District,2017
Doctor Bed ratio at SCANU (Recommended 0.4),04Newborn,District,2017
Medical Officer Bed ratio at SCANU (Recommended 0.3),04Newborn,District,2017
Nurse Bed ratio at SCANU (Recommended 0.8),04Newborn,District,2017
Percentage of newborn who received postnatal care within two days of birth at facility,04Newborn,District,2017
Percentage of newborns delivered by SBA at community that received CHX (7.1%) to the cord after birth,04Newborn,District,2017
Percentage of newborns delivered by SBA at facility that received CHX (7.1%) to the cord after birth,04Newborn,District,2017
Percentage of newborns initiated breastfeeding within one hour after birth,04Newborn,District,2017
% of maternal death reported individually with causes of death,01MaternalHealth,District,2017
Institutional C-section rate,01MaternalHealth,District,2017
Institutional Normal Delivery Rate (Only EmOC Facilities),01MaternalHealth,District,2017
Maternal Case fatality rate (EmOC),01MaternalHealth,District,2017
Percentage of cases with puerperal sepsis among admitted patient in EmONC,01MaternalHealth,District,2017
Percentage of postpartum hemorrhage among admitted patient in EmONC,01MaternalHealth,District,2017
Proportion of cases with postpartum hemorrhage among admitted patient in EmONC,01MaternalHealth,District,2017
Proportion of cases with puerperal sepsis among admitted patient in EmONC,01MaternalHealth,District,2017
Total Complicated Mother,01MaternalHealth,District,2017
Total No. of pregnant mothers with obstetric complication,01MaternalHealth,District,2017
Total birth in EmONC facilities,01MaternalHealth,District,2017
Total deliveries in EmONC facilities,01MaternalHealth,District,2017
Total still birth at EmOC facility,01MaternalHealth,District,2017
District EPI AEFI Form need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI AEFI Investigation need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI AEFI line listing form need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI BCG diluent need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI BCG diluent stock requested,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI BCG need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI BCG stock requested,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI CC supply book need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI Child Card need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI Child Report Book need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI Child register need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI FW product distribution register need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI IPV need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI IPV stock requested,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI MR diluent need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI MR diluent stock requested,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI MR need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI MR stock requested,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI Moni Flag requested,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI Moni flag need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI OPV dropper need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI OPV dropper stock requested,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI OPV need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI OPV stock requested,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI PCV need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI PCV stock requested,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI Pentavalent need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI Safety Box need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI Safety box requested,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI Supervision Form need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI Syringe (0.05 ml) need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI Syringe (0.05 ml) stock requested,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI Syringe (0.1 ml) need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI Syringe (0.1 ml) stock requested,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI Syringe (0.5 ml) need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI Syringe (0.5 ml) stock requested,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI Syringe (5 ml) need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI Syringe (5 ml) stock requested,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI Syringe(2/3ml) need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI Syringe(2/3ml) stock requested,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI TT Card need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI TT need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI TT stock requested,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI Tally Book(Women) need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI Tally Book(child) need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI Women Report Book need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI Women register need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI batch card need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI batch card requested,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI daily vaccine distribution register need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI pentavalent stock requested,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI stock register for logistic need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI stock register for vaccine/diluent need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI supply book need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI temperature chart need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total BCG Diluent supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total BCG Diluent supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total BCG Diluent supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total BCG supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total BCG supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total BCG supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total IPV supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total IPV supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total IPV supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total MR Diluent supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total MR Diluent supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total MR Diluent supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total MR supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total MR supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total MR supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total OPV supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total OPV supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total OPV supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total PCV supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total PCV supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total PCV supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total Pentavalent supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total Pentavalent supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total Pentavalent supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total TT supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total TT supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI total TT supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2017
District EPI zip lock bag need with buffer,06Vaccine&LogisticsstockofDistrict,District,2017
District FW product distribution register requested,06Vaccine&LogisticsstockofDistrict,District,2017
District Supervision Form requested,06Vaccine&LogisticsstockofDistrict,District,2017
District TT Card requested,06Vaccine&LogisticsstockofDistrict,District,2017
District Tally Book(Women) requested,06Vaccine&LogisticsstockofDistrict,District,2017
District Tally Book(child) requested,06Vaccine&LogisticsstockofDistrict,District,2017
District Women Report Book requested,06Vaccine&LogisticsstockofDistrict,District,2017
District Women register requested,06Vaccine&LogisticsstockofDistrict,District,2017
District daily vaccine distribution register requested,06Vaccine&LogisticsstockofDistrict,District,2017
District stock register for logistic requested,06Vaccine&LogisticsstockofDistrict,District,2017
District stock register for vaccine/diluent requested,06Vaccine&LogisticsstockofDistrict,District,2017
District supply book requested,06Vaccine&LogisticsstockofDistrict,District,2017
District temperature chart requested,06Vaccine&LogisticsstockofDistrict,District,2017
Safety box total supplied,06Vaccine&LogisticsstockofDistrict,District,2017
Syringe (0.05 ml) total supplied,06Vaccine&LogisticsstockofDistrict,District,2017
Syringe (0.1 ml) total supplied,06Vaccine&LogisticsstockofDistrict,District,2017
Syringe (0.5 ml) total supplied,06Vaccine&LogisticsstockofDistrict,District,2017
Syringe (3 ml) total supplied,06Vaccine&LogisticsstockofDistrict,District,2017
Syringe (5 ml) total supplied,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_AEFI Form closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_AEFI Investigation form closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_AEFI form E36 - E39 closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_AEFI line listing form closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_BCG Diluent closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_BCG closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_Child Card closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_Child Report Book closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_Child register closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_Fridge Tag Temperature chart closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_IPV closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_MR Diluent closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_MR closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_Moni Flag closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_OPV closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_OPV dropper closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_PCV closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_Pentavalent closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_Safety Box closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_Supervision Form closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_Syringe (0.05 ml) closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_Syringe (0.1 ml) closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_Syringe (0.5 ml) closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_Syringe (3 ml) closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_Syringe (5 ml) closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_TT Card closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_TT closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_Tally Book (Women) closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_Tally Book (child) closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_Vaccine holder closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_Women Report Book closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_Women register closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_batch card closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_cc EPI supply book closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_daily vaccine distribution closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_fw product distribution closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_stock register for logistic closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_stock register for vaccine/diluent closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_supply book closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_temperature chart closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
dist_epi_zip lock bag closing balance,06Vaccine&LogisticsstockofDistrict,District,2017
Differences between Pentavalent doses and vial uses,07Vaccine&LogisticsstockofUpazilaMunCC,District,2017
Penta vial Opening + Receive,07Vaccine&LogisticsstockofUpazilaMunCC,District,2017
